root_cause_id,scenario_id,answer,fault_type_cn,root_cause_description,suggested_action,mean_rsrp,mean_sinr,mean_throughput_mbps,mean_rb_num,mean_gps_speed_kmh
RC_ID_ZCVINX7R08,ID_ZCVINX7R08,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.512,19.648,1051.553,210.16,22.1
RC_ID_HWMJ36SC16,ID_HWMJ36SC16,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-85.921,15.846,975.547,211.006,23.5
RC_ID_EEA9GEFIMN,ID_EEA9GEFIMN,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.072,13.307,778.024,164.502,17.5
RC_ID_KBLMCG5F06,ID_KBLMCG5F06,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-82.25,12.509,898.033,208.364,23.4
RC_ID_2IDOYZ9XCP,ID_2IDOYZ9XCP,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-85.248,-2.708,664.175,205.828,40.8
RC_ID_GX1WY0XPOS,ID_GX1WY0XPOS,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-86.746,22.327,644.153,202.719,37.1
RC_ID_7MLI3PNCS4,ID_7MLI3PNCS4,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-81.977,5.046,557.125,202.529,19.1
RC_ID_1TFVZPNC46,ID_1TFVZPNC46,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-79.887,4.802,674.8,196.691,16.7
RC_ID_D5PEAD4Y7G,ID_D5PEAD4Y7G,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-79.607,6.539,607.329,204.595,12.4
RC_ID_HX0MELBIWY,ID_HX0MELBIWY,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-87.753,20.266,734.174,208.922,22.4
RC_ID_OYZ580K108,ID_OYZ580K108,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-71.717,4.622,777.008,199.131,19.8
RC_ID_6YPJ36OX0G,ID_6YPJ36OX0G,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.671,14.049,609.589,161.991,21.3
RC_ID_DA1SXIWF0Z,ID_DA1SXIWF0Z,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.983,22.556,583.062,194.466,19.7
RC_ID_ELWKPGHNCD,ID_ELWKPGHNCD,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-81.227,7.168,538.815,204.449,17.3
RC_ID_MDJ81EPQEM,ID_MDJ81EPQEM,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-77.643,6.139,635.694,162.006,16.1
RC_ID_ZI2CCEJO43,ID_ZI2CCEJO43,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-84.828,26.219,807.398,210.648,39.1
RC_ID_MW3TTA6D1E,ID_MW3TTA6D1E,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.777,11.533,802.582,200.798,14.8
RC_ID_J5JVI6BLBL,ID_J5JVI6BLBL,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-87.088,2.31,708.896,207.843,23.6
RC_ID_8X0IWDLU4S,ID_8X0IWDLU4S,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-84.96,0.419,746.006,207.131,14
RC_ID_5ASM1F28NF,ID_5ASM1F28NF,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-88.32,22.441,703.671,198.871,21.6
RC_ID_V0VOXN84D4,ID_V0VOXN84D4,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.417,11.552,686.763,205.508,16.8
RC_ID_3CTWMIVAEX,ID_3CTWMIVAEX,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-84.227,7.168,538.815,204.449,17.3
RC_ID_6P96TDMB6V,ID_6P96TDMB6V,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-86.219,22.161,641.732,160.132,23.9
RC_ID_LCR0ZJQ11X,ID_LCR0ZJQ11X,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-83.795,8.577,932.424,201.127,23.4
RC_ID_QSMQTF272M,ID_QSMQTF272M,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-82.192,5.776,798.331,210.689,19.9
RC_ID_2PVSXPQNMS,ID_2PVSXPQNMS,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-83.365,11.728,794.236,204.602,15.1
RC_ID_PB4PLMD9IZ,ID_PB4PLMD9IZ,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-78.35,7.725,737.785,165.9755,13.5
RC_ID_1M2QTA0476,ID_1M2QTA0476,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-77.731,13.586,776.388,203.638,23.4
RC_ID_4SNG1P57T3,ID_4SNG1P57T3,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-88.272,17.029,874.325,207.282,17.1
RC_ID_HYIU6VU4N4,ID_HYIU6VU4N4,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-79.779,4.4,517.701,164.916,10
RC_ID_75W7TJPFHV,ID_75W7TJPFHV,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-81.224,8.065,545.317,204.409,18.3
RC_ID_UW2PIYZQ0M,ID_UW2PIYZQ0M,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-85.923,22.619,607.395,191.326,38.4
RC_ID_5188XEWID2,ID_5188XEWID2,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-83.24,6.764,688.26,203.645,39.3
RC_ID_KJ9Y5Y6KV1,ID_KJ9Y5Y6KV1,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-90.465,9.302,671.507,191.364,19.4
RC_ID_X942DI794Y,ID_X942DI794Y,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-85.076,24.087,680.596,197.24,16.2
RC_ID_JJYMJFXFCZ,ID_JJYMJFXFCZ,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-82.015,13,716.37,203.822,20
RC_ID_0IY06CKGRA,ID_0IY06CKGRA,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.881,8.869,563.428,206.472,16
RC_ID_IO1Y8OFH3F,ID_IO1Y8OFH3F,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.35,9.692,709.532,209.363,16.3
RC_ID_M19R85MQM6,ID_M19R85MQM6,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-75.719,8.157,579.83,204.07,19.3
RC_ID_RDM3GG13YO,ID_RDM3GG13YO,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-86.453,12.433,1019.289,210.815,21.2
RC_ID_W508LFGN4O,ID_W508LFGN4O,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-84.835,8.159,602.102,207.152,16.5
RC_ID_O1EHF28XAM,ID_O1EHF28XAM,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-71.717,4.622,737.008,199.131,19.8
RC_ID_5D5ED88LRE,ID_5D5ED88LRE,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-84.33,3.026,536.477,206.408,23.4
RC_ID_CHJ7QGW4VI,ID_CHJ7QGW4VI,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-82.564,8.078,504.807,198.195,7.2
RC_ID_PNMKW4FPWG,ID_PNMKW4FPWG,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-86.877,2.536,583.088,202.453,19.1
RC_ID_PECWEECOGY,ID_PECWEECOGY,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-84.379,13.434,1137.359,209.29,24.3
RC_ID_QCRD525PVH,ID_QCRD525PVH,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-83.567,10.281,535.453,206.082,23.7
RC_ID_MSZOFIAENL,ID_MSZOFIAENL,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-86.102,20.043,1046.115,168.0985,24.1
RC_ID_YRTGK6TZ0S,ID_YRTGK6TZ0S,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-82.252,14.702,824.852,209.022,19.7
RC_ID_7LXKMOLS57,ID_7LXKMOLS57,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.727,11.351,664.302,210.191,19.2
RC_ID_WGCWMZQ60T,ID_WGCWMZQ60T,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-76.172,9.801,738.886,196.251,26.2
RC_ID_R5EBYXBEJ3,ID_R5EBYXBEJ3,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-79.887,4.802,674.8,156.6685,16.7
RC_ID_QIW0YE2L0P,ID_QIW0YE2L0P,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-87.196,10.312,739.015,145.9055,26.3
RC_ID_1N1VD05Z2Z,ID_1N1VD05Z2Z,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-90.328,20.356,600.418,195.456,22.7
RC_ID_BYJZP6BVYB,ID_BYJZP6BVYB,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-85.859,21.8,662.746,203.884,25.1
RC_ID_HG5C4ZWLHI,ID_HG5C4ZWLHI,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-73.01,9.386,989.462,207.829,16.4
RC_ID_OFT0AWWKYK,ID_OFT0AWWKYK,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-80.762,8.207,834.292,206.91,21.2
RC_ID_6V2N64MXY6,ID_6V2N64MXY6,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-84.652,9.847,720.851,206.402,20.9
RC_ID_ND0SA4ZQ5G,ID_ND0SA4ZQ5G,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.796,3.05,636.576,200.702,9
RC_ID_TOZQRLDNN8,ID_TOZQRLDNN8,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-78.654,11.049,702.967,207.088,20.2
RC_ID_QR201LWD21,ID_QR201LWD21,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-86.91,10.052,828.333,202.017,34.8
RC_ID_5S05UR2O4G,ID_5S05UR2O4G,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-84.881,8.869,603.428,206.472,16
RC_ID_SJVHYWABTN,ID_SJVHYWABTN,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-82.25,12.509,858.033,208.364,39.4
RC_ID_3JV4U1XO91,ID_3JV4U1XO91,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-86.476,15.108,579.516,203.452,31.8
RC_ID_D61FPH231Z,ID_D61FPH231Z,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-84.242,17.615,983.36,205.525,33.9
RC_ID_FA7ZEES0IO,ID_FA7ZEES0IO,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.751,2.275,975.621,203.941,17.8
RC_ID_75IRZ268X0,ID_75IRZ268X0,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-83.641,16.587,746.459,209.057,17.2
RC_ID_EIVNOCNC4M,ID_EIVNOCNC4M,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-84.114,11.942,1123.845,204.858,25.8
RC_ID_40UR2QQMD5,ID_40UR2QQMD5,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-82.564,8.078,504.807,198.195,23.2
RC_ID_S3KVGLX5P5,ID_S3KVGLX5P5,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-63.199,2.743,636.804,196.426,19
RC_ID_1MI3ITQH7E,ID_1MI3ITQH7E,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-78.654,11.049,702.967,207.088,20.2
RC_ID_3E85EX7UXI,ID_3E85EX7UXI,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.027,24.861,862.827,202.004,10.3
RC_ID_F4BOQDYL11,ID_F4BOQDYL11,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-79.929,8.786,585.725,202.928,21.3
RC_ID_M6AUZ8VXQR,ID_M6AUZ8VXQR,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.879,14.417,780.764,200.787,19.8
RC_ID_4HF267ZT06,ID_4HF267ZT06,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-79.315,9.431,527.424,201.188,31.7
RC_ID_LJ815VB6NH,ID_LJ815VB6NH,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-81.224,8.065,545.317,204.409,18.3
RC_ID_62RID51I0M,ID_62RID51I0M,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-80.405,5.998,773.326,207.589,21.1
RC_ID_IGQ3WRX2J8,ID_IGQ3WRX2J8,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.311,5.908,628.991,199.476,21.8
RC_ID_4EG5PWZ6GO,ID_4EG5PWZ6GO,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-83.848,13.263,862.625,210.216,20
RC_ID_BTM7ED6KDP,ID_BTM7ED6KDP,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-79.903,8.477,741.887,193.861,21.7
RC_ID_ESA04A8D78,ID_ESA04A8D78,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-76.193,11.341,720.918,205.123,23.1
RC_ID_OPSZB5ACZ0,ID_OPSZB5ACZ0,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-84.052,22.247,737.455,166.641,23.8
RC_ID_EBJP36X0XK,ID_EBJP36X0XK,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.964,7.561,648.033,201.69,18.4
RC_ID_CTXC4PZBQ4,ID_CTXC4PZBQ4,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-80.345,22.522,1080.766,211.004,18.4
RC_ID_PA4BG1S9VH,ID_PA4BG1S9VH,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-70.156,11.929,687.721,164.252,15.6
RC_ID_J50L8GGTU1,ID_J50L8GGTU1,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-85.419,5.763,690.821,208.019,19.3
RC_ID_T1RJYDAST7,ID_T1RJYDAST7,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-87.163,19.823,564.246,205.352,16.7
RC_ID_2Q4RMZF73L,ID_2Q4RMZF73L,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-85.897,15.118,718.718,210.43,19.5
RC_ID_C5YAC2N61X,ID_C5YAC2N61X,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-82.455,7.245,665.553,193.219,21.2
RC_ID_YMFYS8RAI6,ID_YMFYS8RAI6,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.471,10.513,652.939,195.005,16.8
RC_ID_E0MW9JGY8Y,ID_E0MW9JGY8Y,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-85.483,22.556,583.062,194.466,19.7
RC_ID_92UCHIO55I,ID_92UCHIO55I,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-85.834,6.994,573.572,210.996,31.1
RC_ID_G7KRVX887J,ID_G7KRVX887J,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-85.752,14.702,824.852,209.022,19.7
RC_ID_BKDQN4R9IJ,ID_BKDQN4R9IJ,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-79.541,10.227,730.398,204.93,21.9
RC_ID_VF31XDM5N8,ID_VF31XDM5N8,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-80.13,9.061,638.666,207.499,20.1
RC_ID_QKHZE1LRXY,ID_QKHZE1LRXY,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-83.736,19.695,956.203,204.15,16.9
RC_ID_OCJCN6DFS0,ID_OCJCN6DFS0,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-85.709,8.858,814.012,208.726,15.4
RC_ID_A5OP75MN3R,ID_A5OP75MN3R,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-75.719,8.157,539.83,204.07,35.3
RC_ID_KEMG1F4NC9,ID_KEMG1F4NC9,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-80.496,4.771,593.159,196.343,19.5
RC_ID_U3XGO9QUSR,ID_U3XGO9QUSR,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-80.567,10.281,575.453,206.082,23.7
RC_ID_QVYUB4B8V8,ID_QVYUB4B8V8,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-75.936,8.292,690.952,202.274,19.6
RC_ID_3X6YSSBX9L,ID_3X6YSSBX9L,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-81.623,12.084,671.52,187.554,16.9
RC_ID_5KBX6X1U2M,ID_5KBX6X1U2M,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-86.729,20.277,880.191,210.098,22.4
RC_ID_DKDPOY4YYV,ID_DKDPOY4YYV,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-80.904,7.801,579.148,205.833,22.5
RC_ID_8XEJCT91WB,ID_8XEJCT91WB,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-81.894,11.194,622.405,210.84,22.7
RC_ID_00D5QEJF3P,ID_00D5QEJF3P,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.06,10.856,599.701,190.33,25
RC_ID_5RJ11T6K00,ID_5RJ11T6K00,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-82.153,10.673,617.002,208.085,37.7
RC_ID_QWIBZFY7T6,ID_QWIBZFY7T6,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-83.996,4.771,553.159,196.343,19.5
RC_ID_CA5CYWAUVC,ID_CA5CYWAUVC,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-85.312,10.646,982.646,199.784,14.8
RC_ID_83CHP55XUQ,ID_83CHP55XUQ,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-80.162,11.968,682.371,199.943,23.2
RC_ID_Y88ZDQ9ZTQ,ID_Y88ZDQ9ZTQ,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-82.909,15.828,755.768,202.074,21.8
RC_ID_3Q2G4IG8DU,ID_3Q2G4IG8DU,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-86.124,22.484,733.184,160.072,19.2
RC_ID_SP688DJA26,ID_SP688DJA26,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-84.119,14.908,871.607,210.908,35.4
RC_ID_O6GRM8X4XS,ID_O6GRM8X4XS,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.342,9.242,660.272,207.177,19.3
RC_ID_BCHF4VRPPE,ID_BCHF4VRPPE,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-83.588,18.514,1039.8,209.145,40.4
RC_ID_V9YHWKSR4A,ID_V9YHWKSR4A,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-79.907,5.707,746.389,207.093,39.1
RC_ID_SSJ76MAGJB,ID_SSJ76MAGJB,C4,信道干扰,非共站同频邻区导致严重重叠覆盖,处理同频重叠覆盖，优化频点、功率和覆盖边界。,-83.016,9.176,712.709,206.745,25.1
RC_ID_AFCQP1T91I,ID_AFCQP1T91I,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-76.221,5.799,584.602,200.359,20.9
RC_ID_S53J3SMBTI,ID_S53J3SMBTI,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-87.402,18.669,791.192,205.77,20.9
RC_ID_11MSTVCQ3N,ID_11MSTVCQ3N,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-83.162,11.968,682.371,199.943,23.2
RC_ID_4ZD1AR74CW,ID_4ZD1AR74CW,C3,信道干扰,邻区提供更高吞吐,优化邻区关系和切换策略，降低强邻区抢占影响。,-86.385,22.681,932.412,209.431,18.2
RC_ID_6FAJPGQRZS,ID_6FAJPGQRZS,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-90.302,14.041,1081.132,211.023,20.1
RC_ID_X5WLYNRUFS,ID_X5WLYNRUFS,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-85.96,9.148,641.175,206.565,23.7
RC_ID_9ZOLQEAPH7,ID_9ZOLQEAPH7,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-82.406,7.222,890.864,160.5605,16.1
RC_ID_9EARFW3VC5,ID_9EARFW3VC5,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-86.437,4.12,712.502,205.222,27.2
RC_ID_LNR3T5OYBE,ID_LNR3T5OYBE,C2,信号中断/覆盖退化,服务小区覆盖距离超过 1 km，越区覆盖,检查越区覆盖，调整功率、方位角或切换边界。,-87.15,8.435,801.304,208.407,21.6
RC_ID_PC2VI8N41N,ID_PC2VI8N41N,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-90.069,19.556,573.755,205.142,20.9
RC_ID_5ZMKJ4TJ8O,ID_5ZMKJ4TJ8O,C7,信号中断/覆盖退化,车速超过 40 km/h 影响吞吐,结合高速移动场景优化移动性和覆盖连续性。,-81.227,7.168,538.815,204.449,33.3
RC_ID_FOIVY6FCCH,ID_FOIVY6FCCH,C5,基站故障,频繁切换降低性能,调整切换门限、迟滞和定时器，减少频繁切换。,-80.869,8.051,941.371,204.071,21.3
RC_ID_VUC6CF9OVE,ID_VUC6CF9OVE,C1,信号中断/覆盖退化,服务小区下倾角过大，远端弱覆盖,复核服务小区下倾角，优化远端覆盖。,-80.923,8.525,747.947,204.725,21
RC_ID_W8YTHXOY78,ID_W8YTHXOY78,C8,带宽不足,平均调度 RB 低于 160 影响吞吐,检查 RB 调度资源，评估扩容或负载均衡。,-83.736,19.695,956.203,162.6475,16.9
RC_ID_GVMABGULVV,ID_GVMABGULVV,C6,信道干扰,邻区和服务小区 PCI mod 30 相同导致干扰,重新规划 PCI，消除 PCI mod 30 冲突。,-83.35,9.692,709.532,209.363,16.3
